  -5.5126812e+00   8.0561337e-01
  -4.6605550e+00   3.2099664e+00
  -4.1435228e+00   2.8855524e+00
  -2.5141796e+00  -3.8194038e+00
  -4.2185205e+00   1.9069701e+00
  -6.7589462e-01  -5.5313327e+00
  -1.9790768e+00  -4.5657675e+00
  -1.5707761e+00  -5.8695479e+00
  -4.0756532e+00   4.1097185e+00
  -6.1475981e+00  -3.2049187e-01
  -5.1177919e+00   2.6718212e+00
  -4.4788622e+00  -2.2497596e+00
  -3.6497310e+00   1.5962974e+00
  -1.4915533e+00   3.9739329e+00
  -5.3578597e+00   5.7981624e-01
  -4.9503384e+00  -8.4353318e-01
  -4.1420048e+00   3.3799731e+00
  -3.8067764e+00  -1.9211861e+00
  -3.2750992e+00  -3.7773228e-01
  -3.9678527e+00   3.6058510e+00
  -5.7043519e+00   6.9057229e-01
  -2.0278235e+00   3.6011142e+00
  -3.7554326e+00  -5.4121450e+00
  -2.0322468e+00   6.0588422e+00
  -5.4686549e+00   8.5030204e-01
  -2.6864947e+00  -4.6985535e+00
  -3.8392671e+00   5.6413461e-01
  -2.9746115e+00   3.1656553e+00
  -7.9256362e-01   5.2855574e+00
  -5.3274618e+00  -2.0476140e+00
  -5.2875881e+00  -2.1855356e+00
  -3.1754816e+00  -3.2981362e+00
  -7.5654329e-01  -5.6640543e+00
  -3.3946849e+00   2.3741227e+00
  -1.0473420e+00   5.2497696e+00
  -2.8829126e+00  -4.7267162e+00
  -3.8379676e+00   3.9332027e+00
  -5.5745327e+00  -8.8448124e-01
  -3.3919819e+00  -3.9910704e+00
  -1.0423877e+00   4.7965133e+00
  -3.5759809e+00  -2.6406801e+00
  -3.9910819e-01   4.4429659e+00
  -3.5143028e-01   5.3001353e+00
  -3.2236203e+00  -4.0331748e+00
  -1.3379815e+00  -3.2997864e+00
  -1.1152892e+00  -3.9251512e+00
  -9.9012396e-01  -5.3657850e+00
  -3.6130197e+00  -4.0632839e+00
  -5.0189527e+00   1.9165974e+00
  -2.3396212e+00  -4.8155912e+00
  -4.4859568e+00  -1.9132904e+00
  -6.5420664e+00  -7.8957665e-01
  -9.4629350e-01   3.8580628e+00
  -4.3214463e+00  -7.3405465e-01
  -3.7694018e+00  -1.7764446e+00
  -3.4134956e+00   1.1880581e+00
  -2.4360118e+00   4.0992532e+00
  -4.7508110e+00  -3.2228841e+00
  -7.1893080e+00  -1.9703949e-01
  -3.7452427e+00  -3.3250550e+00
  -3.9368070e+00  -4.4525905e+00
  -8.8154249e-01  -5.2998449e+00
  -4.3725018e+00  -2.4454803e+00
  -1.8276700e+00   5.4940804e+00
  -4.7705382e+00   1.2093217e+00
  -4.1892537e-01  -5.8184638e+00
  -3.3775280e-01  -5.8291922e+00
  -5.2717370e+00  -2.0821373e+00
  -9.1967270e-01   6.6877287e+00
  -2.2435765e+00  -3.1716760e+00
  -4.1603107e+00   2.0133445e+00
  -3.7721983e+00   3.4183646e+00
  -4.6308145e+00   4.6121066e+00
  -2.5618779e+00   3.3671683e+00
  -1.3930842e+00   4.9251068e+00
  -4.7591731e+00  -2.5225980e+00
  -4.3051261e+00  -2.7233544e+00
  -4.3408482e+00   6.1891599e-01
  -4.5919247e+00  -6.5691262e-01
  -3.8964522e+00   3.3259782e+00
  -5.3053040e+00   2.2905533e+00
  -2.4362215e+00   5.5449316e+00
  -3.3732354e+00  -4.2139922e+00
  -3.3088285e+00   4.1397263e+00
  -2.8702586e+00   5.0345901e-02
  -4.8955737e+00   3.5613210e+00
  -2.2045528e+00   4.3392053e+00
  -6.0588602e-01  -4.8207134e+00
  -4.5331370e+00  -3.5791584e+00
  -5.5050187e+00  -2.9490413e-01
  -1.5588511e+00  -5.3689085e+00
  -5.4940576e+00  -1.3526010e+00
  -5.5591965e+00   1.3241046e+00
  -4.0989303e+00  -1.9876979e+00
  -4.4691220e+00   3.5983417e+00
  -1.2749181e+00   5.2981840e+00
  -2.7529041e+00  -6.6040220e+00
  -1.2280394e+00   3.3200952e+00
  -1.0172327e+00  -5.3332745e+00
  -4.0408888e+00  -1.6909905e+00
  -2.9470748e+00  -1.9814998e+00
  -4.1671204e+00  -1.9647013e+00
  -3.8753033e+00  -1.6154299e+00
  -4.1381973e+00   2.7577766e+00
  -1.4082573e+00   4.8754260e+00
  -4.0844541e+00  -2.9295105e+00
  -2.7809193e+00  -5.0585621e+00
  -1.6657039e+00  -5.9525048e+00
